Region,State,Site Name                                                                ,Site ID,EPA ID,Address,City,Zip,County,FF Ind,NAI,Latitude,Longitude,NPL Status
‭04‬,TN,VELSICOL CHEMICAL CORP. (HARDEMAN COUNTY),‭0403886‬,TND980559033,TOONE-TEAGUE RD ,TOONE,38381,HARDEMAN,N,N,35.381939,-88.926389,09/08/83
‭04‬,TN,"WALKER MACHINE PRODUCTS, INC.",‭0410124‬,TNN000410124,459 WASHINGTON STREET ,COLLIERVILLE,38017,SHELBY,N,N,35.041589,-89.653469,05/12/14
‭04‬,TN,WRIGLEY CHARCOAL PLANT,‭0404043‬,TND980844781,OLD CHARCOAL RD 1 MI S OF LYLE ,WRIGLEY,37098,HICKMAN,N,N,35.9025,-87.353194,03/31/89
‭05‬,IL,"ACME SOLVENT RECLAIMING, INC. (MORRISTOWN PLANT)",‭0500357‬,ILD053219259,EAST OF LINDENWOOD RD ,MORRISTOWN,61109,WINNEBAGO,N,N,42.1577,-89.0455,09/08/83
‭05‬,IL,ADAMS COUNTY QUINCY LANDFILLS 2&3,‭0500656‬,ILD980607055,2 MILES NORTH OF BURTON TWP 1/2 MI WEST ,QUINCY,62301,ADAMS,N,N,39.929444,-91.268472,08/30/90
‭05‬,IL,AMOCO CHEMICALS (JOLIET LANDFILL),‭0500125‬,ILD002994259,approx. or near 23423 Amoco Rd. ,JOLIET,60410,WILL,N,N,41.441669,-88.172781,02/21/90
‭05‬,IL,ASARCO TAYLOR SPRINGS,‭0508170‬,ILN000508170,PUBLIC ROAD AND BROADWAY STREET ,TAYLOR SPRINGS,62089,MONTGOMERY,N,N,39.118677,-89.505458,09/27/06
‭05‬,IL,BAUTSCH-GRAY MINE,‭0510407‬,ILN000510407,1000 SOUTH BLACKJACK ROAD ,GALENA,61036,JO DAVIESS,N,N,42.357422,-90.398569,09/18/12
‭05‬,IL,BELOIT CORP.,‭0500272‬,ILD021440375,1165 PRAIRIE HILL RD ,ROCKTON,61072,WINNEBAGO,N,N,42.468611,-89.06555,08/30/90
‭05‬,IL,BYRON SALVAGE YARD,‭0500261‬,ILD010236230,NW1/4 SEC 13 T24N R10E ,BYRON,61010,OGLE,N,N,42.081667,-89.295833,09/08/83
‭05‬,IL,CENTRAL ILLINOIS PUBLIC SERVICE CO.,‭0501082‬,ILD981781065,SOUTH WEBSTER STREET ,TAYLORVILLE,62568,CHRISTIAN,N,N,39.5404,-89.2975,08/30/90
‭05‬,IL,CHEMETCO,‭0500342‬,ILD048843809,3754 CHEMETCO LANE ,HARTFORD,62048,MADISON,N,N,38.799,-90.098,03/04/10
‭05‬,IL,CROSS BROTHERS PAIL RECYCLING (PEMBROKE),‭0500754‬,ILD980792303,ADDRESS UNREPORTED ,PEMBROKE TOWNSHIP,60944,KANKAKEE,N,N,41.0909,-87.5893,09/08/83
‭05‬,IL,DEPUE/NEW JERSEY ZINC/MOBIL CHEMICAL CORP.,‭0500396‬,ILD062340641,DEPOT ST & MARQUETTE ST ,DEPUE,61356,BUREAU,N,N,41.327778,-89.304167,05/10/99
‭05‬,IL,EAGLE ZINC CO DIV T L DIAMOND,‭0500648‬,ILD980606941,218 INDUSTRIAL PARK DRIVE ,HILLSBORO,62049,MONTGOMERY,N,N,39.161167,-89.476417,09/19/07
‭05‬,IL,ESTECH GENERAL CHEMICAL COMPANY,‭0500521‬,ILD099213498,150 MARBLE STREET ,CALUMET CITY,60409,COOK,N,N,41.628303,-87.526905,09/30/15
‭05‬,IL,GALESBURG/KOPPERS CO.,‭0501154‬,ILD990817991,HWY 41S PO BOX 1191 ,GALESBURG,61401,KNOX,N,N,40.895831,-90.395839,09/08/83
‭05‬,IL,H.O.D. LANDFILL,‭0500581‬,ILD980605836,55 MCMILLAN ROAD ,ANTIOCH,60002,LAKE,N,N,42.4753,-88.0819,02/21/90
‭05‬,IL,HEGELER ZINC,‭0508134‬,ILN000508134,1 HEGELER LANE ,DANVILLE,61832,VERMILION,N,N,40.076322,-87.650092,04/27/05
‭05‬,IL,INDIAN REFINERY-TEXACO LAWRENCEVILLE,‭0500315‬,ILD042671248,SOUTH SEVENTH STREET ,LAWRENCEVILLE,62439,LAWRENCE,N,N,38.715556,-87.682222,12/01/00
‭05‬,IL,"INTERSTATE POLLUTION CONTROL, INC.",‭0501164‬,ILT180011975,NW OF MAGNOLIA & PEOPLES AVE ,ROCKFORD,61109,WINNEBAGO,N,N,42.241,-89.098,03/31/89
‭05‬,IL,JENNISON-WRIGHT CORPORATION,‭0500229‬,ILD006282479,900 WEST 22ND ST ,GRANITE CITY,62040,MADISON,N,N,38.708333,-90.1525,06/17/96
‭05‬,IL,JOHNS-MANVILLE CORP.,‭0500197‬,ILD005443544,GREENWOOD AVE ,WAUKEGAN,60085,LAKE,N,N,42.386669,-87.811669,09/08/83
‭05‬,IL,JOLIET ARMY AMMUNITION PLANT (LOAD-ASSEMBLY-PACKING AREA),‭0501170‬,IL0210090049,HWY 53 & ARSENAL AVE ,JOLIET,60434,WILL,Y,N,41.3662,-88.0772,03/13/89
‭05‬,IL,JOLIET ARMY AMMUNITION PLANT (MANUFACTURING AREA),‭0501179‬,IL7213820460,6MI S OF ELWOOD OFF RTE 53 ,JOLIET,60434,WILL,Y,N,41.3762,-88.1563,07/22/87
‭05‬,IL,KERR-MCGEE (KRESS CREEK/WEST BRANCH OF DUPAGE RIVER),‭0500760‬,ILD980823991,"KRESS CREEK JUST EAST OF EJ&E RR TRACKS TO MCDOWELL DAM, W.BR.DUPAGE RIVER",DUPAGE COUNTY,60185,DUPAGE,N,N,41.863611,-88.2093,02/11/91
‭05‬,IL,KERR-MCGEE (RESIDENTIAL AREAS),‭0500762‬,ILD980824015,ADJACENT TO PLT AT 258 ANN STREET ,WEST CHICAGO,60185,DUPAGE,N,N,41.878333,-88.2075,08/30/90
‭05‬,IL,LAKE CALUMET CLUSTER,‭0500078‬,ILD000716852,122ND STREET AND STONY ISLAND AVENUE ,CHICAGO,60633,COOK,N,N,41.679444,-87.568889,03/04/10
‭05‬,IL,LASALLE ELECTRIC UTILITIES,‭0500755‬,ILD980794333,ST VINCENT RD ,LA SALLE,61301,LA SALLE,N,N,41.354169,-89.0975,09/08/83
‭05‬,IL,"LENZ OIL SERVICE, INC.",‭0500199‬,ILD005451711,RTE 83 & JEANE RD ,LEMONT,60439,DUPAGE,N,N,41.7068,-87.9422,10/04/89
‭05‬,IL,MATTHIESSEN AND HEGELER ZINC COMPANY,‭0507364‬,IL0000064782,"PARTS OF SECT. 10, 11, 14 & 15, T33N-R1E ",LA SALLE,61301,LA SALLE,N,N,41.34215,-89.083067,09/29/03
‭05‬,IL,MIG/DEWANE LANDFILL,‭0500551‬,ILD980497788,6505 Logan Avenue ,BELVIDERE,61008,BOONE,N,N,42.255917,-88.806944,08/30/90
‭05‬,IL,NL INDUSTRIES/TARACORP LEAD SMELTER,‭0500507‬,ILD096731468,16TH & CLEVELAND BLVD ,GRANITE CITY,62040,MADISON,N,N,38.695,-90.158331,06/10/86
‭05‬,IL,OLD AMERICAN ZINC PLANT,‭0507352‬,IL0000034355,JUNCTION OF 45TH ST AND COOKSON ROAD ,FAIRMONT CITY,62201,ST. CLAIR,N,N,38.648,-90.099,04/07/16
‭05‬,IL,OTTAWA RADIATION AREAS,‭0500634‬,ILD980606750,"RTE 6 & RTE 71, OTTAWA AREA ",OTTAWA,61350,LA SALLE,N,N,41.351667,-88.836111,10/14/92
‭05‬,IL,OUTBOARD MARINE CORP.,‭0500083‬,ILD000802827,200 SEA HORSE DR ,WAUKEGAN,60085,LAKE,N,N,42.365281,-87.821111,09/08/83
‭05‬,IL,PAGEL'S PIT,‭0500628‬,ILD980606685,BAXTER & LINDENWOOD RD ,ROCKFORD,61109,WINNEBAGO,N,N,42.158331,-89.056661,06/10/86
‭05‬,IL,PARSONS CASKET HARDWARE CO.,‭0500189‬,ILD005252432,424 FAIRVIEW AVENUE ,BELVIDERE,61008,BOONE,N,N,42.2692,-88.836,07/22/87
‭05‬,IL,SANDOVAL ZINC COMPANY,‭0500360‬,ILD053980454,BOX 263 SMELTER ROAD HIGHWAY 51 ,SANDOVAL,62882,MARION,N,N,38.613061,-89.108251,09/16/11
‭05‬,IL,SANGAMO ELECTRIC DUMP/CRAB ORCHARD NATIONAL WILDLIFE REFUGE (USDOI),‭0501181‬,IL8143609487,EAST OF STATE ROUTE 148 ,CARTERVILLE,62959,WILLIAMSON,Y,N,37.693194,-89.014722,07/22/87
‭05‬,IL,SAVANNA ARMY DEPOT ACTIVITY,‭0501174‬,IL3210020803,7MI N OF SAVANNA ON RTE 84 ,SAVANNA,61074,JO DAVIESS,Y,N,42.21,-90.313331,03/13/89
‭05‬,IL,SCHROUD PROPERTY,‭0505540‬,ILN000505540,SW of intersection of 126th Street and Avenue O ,CHICAGO,60633,COOK,N,N,41.662606,-87.543503,11/08/19
‭05‬,IL,SOUTHEAST ROCKFORD GROUND WATER CONTAMINATION,‭0500955‬,ILD981000417,2613 S 11TH ST ,ROCKFORD,61109,WINNEBAGO,N,N,42.230689,-89.071111,03/31/89
‭05‬,IL,"TRI-COUNTY LANDFILL CO./WASTE MANAGEMENT OF ILLINOIS, INC.",‭0500340‬,ILD048306138,7N 904 ILLINOIS ROUTE 25 ,ELGIN,60177,KANE,N,N,41.9832,-88.2712,03/31/89
‭05‬,IL,VELSICOL CHEMICAL CORP. (MARSHALL PLANT),‭0500092‬,ILD000814673,RTE 1 1MI N OF MARSHALL ,MARSHALL,62441,CLARK,N,N,39.410831,-87.699169,09/08/83
‭05‬,IL,WAUCONDA SAND & GRAVEL,‭0500332‬,ILD047019732,BONNER & GARLAND RD ,WAUCONDA,60084,LAKE,N,N,42.281389,-88.1375,09/08/83
‭05‬,IL,WOODSTOCK MUNICIPAL LANDFILL,‭0500585‬,ILD980605943,DAVIS ROAD ,WOODSTOCK,60098,MCHENRY,N,N,42.2923,-88.4402,10/04/89
‭05‬,IL,YEOMAN CREEK LANDFILL,‭0500574‬,ILD980500102,1011 WASHINGTON STREET ,WAUKEGAN,60085,LAKE,N,N,42.388889,-87.848611,03/31/89
‭05‬,IN,"AMERICAN CHEMICAL SERVICE, INC.",‭0501373‬,IND016360265,420 SOUTH COLFAX AVENUE ,GRIFFITH,46319,LAKE,N,N,41.5142,-87.4191,09/21/84
‭05‬,IN,BECK'S LAKE,‭0501954‬,IND980904379,INTERSECTION OF WASHINGTON AND FALCON STREETS ,SOUTH BEND,46619,ST. JOSEPH,N,N,41.676581,-86.297514,12/12/13
‭05‬,IN,BROADWAY STREET CORRIDOR GROUNDWATER CONTAMINATION,‭0510915‬,INN000510915,INTERSECTION OF BROADWAY STREET AND GRAND AVENUE ,ANDERSON,46016,MADISON,N,N,40.1184,-85.6789,09/13/18
‭05‬,IN,CAM-OR INC.,‭0501297‬,IND005480462,STATE ROAD 2 AND HIGHWAY 421 ,WESTVILLE,46391,LA PORTE,N,N,41.546528,-86.899306,03/06/98
‭05‬,IN,CLIFF DRIVE GROUNDWATER CONTAMINATION,‭0510272‬,INN000510272,CLIFF DRIVE (AKA RIVER ROAD) AND OTTAWA ROAD ,LOGANSPORT,46947,CASS,N,N,40.7432,-86.3803,05/15/19
‭05‬,IN,CONRAIL RAIL YARD (ELKHART),‭0501199‬,IND000715490,SR 33 ,ELKHART,46514,ELKHART,N,N,41.6634,-86.0115,08/30/90
‭05‬,IN,CONTINENTAL STEEL CORP.,‭0501228‬,IND001213503,W MARKLAND AVE ,KOKOMO,46902,HOWARD,N,N,40.474169,-86.156299,03/31/89
‭05‬,IN,"DOUGLASS ROAD/UNIROYAL, INC., LANDFILL",‭0501696‬,IND980607881,NW INTERSECTION OF DOUGLASS AND GRAPE RD ,MISHAWAKA,46544,ST. JOSEPH,N,N,41.7132,-86.1926,03/31/89
‭05‬,IN,ELM STREET GROUND WATER CONTAMINATION,‭0509938‬,INN000509938,ELM STREET AND HIGHWAY 41 ,TERRE HAUTE,47807,VIGO,N,N,39.476586,-87.414319,03/07/07
‭05‬,IN,ENVIROCHEM CORP.,‭0501540‬,IND084259951,865 SOUTH STATE ROAD 421 ,ZIONSVILLE,46077,BOONE,N,N,40.03,-86.278339,09/08/83
‭05‬,IN,FISHER-CALO,‭0501504‬,IND074315896,PO BOX 684 KINGSBURY IND PK ,LA PORTE,46350,LA PORTE,N,N,41.5081,-86.6709,09/08/83
‭05‬,IN,FORT WAYNE REDUCTION DUMP,‭0501799‬,IND980679542,5225 OLD MAUMEE RD ,FORT WAYNE,46803,ALLEN,N,N,41.075,-85.066669,06/10/86
‭05‬,IN,FRANKLIN STREET GROUNDWATER CONTAMINATION,‭0510959‬,INN000510959,INTERSECTION OF S. MONTGOMERY STREET AND W.  MARKET STREET,SPENCER,47460,OWEN,N,N,39.2849,-86.7645,05/17/18
‭05‬,IN,GALEN MYERS DUMP/DRUM SALVAGE,‭0501967‬,IND980999635,11303 EDISON ,OSCEOLA,46561,ST. JOSEPH,N,N,41.695839,-86.0875,03/31/89
‭05‬,IN,GARDEN CITY GROUND WATER PLUME,‭0508642‬,INN000508642,Intersection of Jonesville Road (State Road 11) and County Road 100 South (aka Garden Street),GARDEN CITY,47201,BARTHOLOMEW,N,N,39.186075,-85.930472,12/12/13
‭05‬,IN,GARY DEVELOPMENT LANDFILL,‭0501517‬,IND077005916,479 N. CLINE AVENUE ,GARY,46406,LAKE,N,N,41.614061,-87.426447,09/16/11
‭05‬,IN,HIMCO DUMP,‭0501596‬,IND980500292,COUNTY ROAD 10 AND NAPANEE EXTENSION ,ELKHART,46514,ELKHART,N,N,41.7073,-86.0084,02/21/90
‭05‬,IN,JACOBSVILLE NEIGHBORHOOD SOIL CONTAMINATION,‭0508142‬,INN000508142,MAIN AND ILLINOIS ,EVANSVILLE,47710,VANDERBURGH,N,N,37.979297,-87.563989,07/22/04
‭05‬,IN,KEYSTONE CORRIDOR GROUND WATER CONTAMINATION,‭0510399‬,INN000510399,INTERSECTION OF N. KEYSTONE AVE AND E. FALL CREEK PKWY N. DRIVE,INDIANAPOLIS,46205,MARION,N,N,39.834722,-86.121667,12/12/13
‭05‬,IN,KOKOMO CONTAMINATED GROUND WATER PLUME,‭0510479‬,INN000510479,INTERSECTION OF S. ELIZABETH ST. AND E. VAILE AVE ,KOKOMO,46901,HOWARD,N,N,40.479444,-86.114128,03/26/15
‭05‬,IN,LAKE SANDY JO (M&M LANDFILL),‭0501611‬,IND980500524,3615 WEST 25TH AVENUE ,GARY,46404,LAKE,N,N,41.570839,-87.382231,09/08/83
‭05‬,IN,"LAKELAND DISPOSAL SERVICE, INC.",‭0501482‬,IND064703200,RURAL ROUTE 1 ,CLAYPOOL,46510,KOSCIUSKO,N,N,41.1475,-85.917219,03/31/89
‭05‬,IN,LANE STREET GROUND WATER CONTAMINATION,‭0510229‬,INN000510229,LANE STREET AT COUNTY ROAD 106 ,ELKHART,46514,ELKHART,N,N,41.716847,-85.921006,09/23/09
‭05‬,IN,LUSHER STREET GROUND WATER CONTAMINATION,‭0500018‬,IND982073785,IN THE VICINITY OF 1619 AVALON STREET ,Elkhart,46516,ELKHART,N,N,41.672922,-85.996225,03/19/08
‭05‬,IN,MAIN STREET WELL FIELD,‭0501813‬,IND980794358,1120 N MAIN ST ,ELKHART,46514,ELKHART,N,N,41.696389,-85.979161,09/08/83
‭05‬,IN,MARION (BRAGG) DUMP,‭0501814‬,IND980794366,2627-2629 CENTRAL AVE ,MARION,46952,GRANT,N,N,40.537781,-85.633061,09/08/83
‭05‬,IN,MIDCO I,‭0501761‬,IND980615421,7400 W 15TH AVE ,GARY,46406,LAKE,N,N,41.5895,-87.4284,09/08/83
‭05‬,IN,MIDCO II,‭0501800‬,IND980679559,5900 INDUSTRIAL HIGHWAY ,GARY,46406,LAKE,N,N,41.622781,-87.408611,06/10/86
‭05‬,IN,NINTH AVENUE DUMP,‭0501816‬,IND980794432,7357 W NINTH AVE ,GARY,46402,LAKE,N,N,41.5934,-87.429,09/08/83
‭05‬,IN,NORTH 5TH STREET GROUNDWATER CONTAMINATION,‭0510667‬,INN000510667,308 NORTH 5TH STREET ,GOSHEN,46528,ELKHART,N,N,41.590439,-85.833834,03/16/22
‭05‬,IN,NORTH SHORE DRIVE,‭0507828‬,INSFN0507828,NORTH SHORE DRIVE ,ELKHART,46514,ELKHART,N,N,41.684722,-86.055,09/22/14
‭05‬,IN,"NORTHSIDE SANITARY LANDFILL, INC",‭0501442‬,IND050530872,985 S ST RD 421 ,ZIONSVILLE,46077,BOONE,N,N,40.028331,-86.273331,09/21/84
‭05‬,IN,PIKE AND MULBERRY STREETS PCE PLUME,‭0508678‬,INN000508678,INTERSECTION OF PIKE AND MULBERRY STREET ,MARTINSVILLE,46151,MORGAN,N,N,39.428661,-86.431789,05/24/13
‭05‬,IN,PRESTOLITE BATTERY DIVISION,‭0501330‬,IND006377048,US HIGHWAY 41N ,VINCENNES,47591,KNOX,N,N,38.691669,-87.501661,10/04/89
‭05‬,IN,REILLY TAR & CHEMICAL CORP. (INDIANAPOLIS PLANT),‭0501215‬,IND000807107,1500 S TIBBS AVE ,INDIANAPOLIS,46241,MARION,N,N,39.740281,-86.218331,09/21/84
‭05‬,IN,SEYMOUR RECYCLING CORP.,‭0501404‬,IND040313017,G AVE WEST - FREEMAN MUNICIPAL AIRPORT ,SEYMOUR,47274,JACKSON,N,N,38.9352,-85.9213,09/08/83
‭05‬,IN,"TIPPECANOE SANITARY LANDFILL, INC.",‭0501964‬,IND980997639,"2801 NORTH 9TH RD, 1/2 MI N OF US 52 ",LAFAYETTE,47905,TIPPECANOE,N,N,40.456111,-86.872219,08/30/90
‭05‬,IN,"U.S. SMELTER AND LEAD REFINERY, INC.",‭0501433‬,IND047030226,5300 KENNEDY AVE ,EAST CHICAGO,46312,LAKE,N,N,41.616758,-87.464046,04/09/09
‭05‬,IN,WAYNE WASTE OIL,‭0501439‬,IND048989479,DANIEL DR PO BOX 467 ,COLUMBIA CITY,46725,WHITLEY,N,N,41.1525,-85.476111,09/08/83
‭05‬,MI,ADAM'S PLATING,‭0502388‬,MID006522791,521 NORTH ROSEMARY ,LANSING,48917,INGHAM,N,N,42.739439,-84.587781,03/31/89
‭05‬,MI,AIRCRAFT COMPONENTS (D & L SALES),‭0507629‬,MI0001119106,671 NORTH SHORE DRIVE ,BENTON HARBOR,49022,BERRIEN,N,N,42.126944,-86.454444,06/17/96
‭05‬,MI,ALBION-SHERIDAN TOWNSHIP LANDFILL,‭0502775‬,MID980504450,13355 29 MILE ROAD ,ALBION,49224,CALHOUN,N,N,42.24955,-84.7195,10/04/89
‭05‬,MI,"ALLIED PAPER, INC./PORTAGE CREEK/KALAMAZOO RIVER",‭0502325‬,MID006007306,320 EAST ALCOTT STREET ,KALAMAZOO,49003,KALAMAZOO,N,Y,42.303333,-85.576083,08/30/90
‭05‬,MI,"AMERICAN ANODCO, INC.",‭0502369‬,MID006029102,28 NORTH BEARDSLEY STREET ,IONIA,48846,IONIA,N,N,42.9875,-85.03,03/31/89
‭05‬,MI,"AUTO ION CHEMICALS, INC.",‭0503012‬,MID980794382,74 MILL STREET ,KALAMAZOO,49006,KALAMAZOO,N,N,42.293889,-85.567219,09/08/83
‭05‬,MI,BENDIX CORP./ALLIED AUTOMOTIVE,‭0502238‬,MID005107222,3737 RED ARROW HIGHWAY ,ST. JOSEPH,49085,BERRIEN,N,N,42.04945,-86.51195,02/21/90
‭05‬,MI,"BOFORS NOBEL, INC.",‭0502372‬,MID006030373,5025 EVANSTON AVE ,MUSKEGON,49442,MUSKEGON,N,N,43.209364,-86.11746,03/31/89
‭05‬,MI,BUTTERWORTH #2 LANDFILL,‭0502576‬,MID062222997,1450 BUTTERWORTH ST SW ,GRAND RAPIDS,49504,KENT,N,N,42.952219,-85.700281,09/08/83
‭05‬,MI,"CANNELTON INDUSTRIES, INC.",‭0502931‬,MID980678627,ADDRESS UNREPORTED ,SAULT STE MARIE,49783,CHIPPEWA,N,Y,46.488889,-84.393061,08/30/90
‭05‬,MI,CHEM CENTRAL,‭0502743‬,MID980477079,2940 STAFFORD AVE SW ,WYOMING TOWNSHIP,49548,KENT,N,N,42.91,-85.674161,09/08/83
‭05‬,MI,CLARE WATER SUPPLY,‭0502719‬,MID980002273,CITY HALL 202 W 5TH ST ,CLARE,48617,CLARE,N,N,43.815,-84.7625,09/21/84
‭05‬,MI,DSC MCLOUTH STEEL GIBRALTAR PLANT,‭0510362‬,MIN000510362,28000 WEST JEFFERSON STREET ,GIBRALTAR,48173,WAYNE,N,N,42.103075,-83.200292,03/26/15
‭05‬,MI,ELECTROVOICE,‭0502237‬,MID005068143,600 CECIL STREET ,BUCHANAN,49107,BERRIEN,N,N,41.8206,-86.3545,09/21/84
‭05‬,MI,FOREST WASTE PRODUCTS,‭0502734‬,MID980410740,8359 E FARRAND RD ,OTISVILLE,48463,GENESEE,N,N,43.198331,-83.545831,09/08/83
‭05‬,MI,G&H LANDFILL,‭0502735‬,MID980410823,3160 23 MILE RD ,UTICA,48316,MACOMB,N,N,42.664719,-83.077769,09/08/83
‭05‬,MI,GRAND TRAVERSE OVERALL SUPPLY CO.,‭0502432‬,MID017418559,10725 CHERRY BEND RD ,GREILICKVILLE,49684,LEELANAU,N,Y,44.7944,-85.6382,09/08/83
‭05‬,MI,GRATIOT COUNTY LANDFILL,‭0502802‬,MID980506281,585 EAST JACKSON ROAD ,ST. LOUIS,48880,GRATIOT,N,N,43.395,-84.595281,09/08/83
‭05‬,MI,"H. BROWN CO., INC.",‭0502419‬,MID017075136,2200 TURNER AVENUE NORTHWEST ,GRAND RAPIDS,49544,KENT,N,N,43.003331,-85.678339,06/10/86
‭05‬,MI,HEDBLUM INDUSTRIES,‭0503014‬,MID980794408,1000 AUSABLE RD ,OSCODA,48750,IOSCO,N,N,44.4113,-83.3469,09/08/83
‭05‬,MI,HI-MILL MANUFACTURING CO.,‭0502256‬,MID005341714,1704 E HIGHLAND RD ,HIGHLAND,48356,OAKLAND,N,N,42.649831,-83.593089,02/21/90
‭05‬,MI,IONIA CITY LANDFILL,‭0503015‬,MID980794416,CLEVELAND STREET ,IONIA,48846,IONIA,N,N,42.976669,-85.046111,09/08/83
‭05‬,MI,J & L LANDFILL,‭0502882‬,MID980609440,HAMLIN RD ,ROCHESTER HILLS,48307,OAKLAND,N,N,42.6556,-83.0959,03/31/89
‭05‬,MI,K&L AVENUE LANDFILL,‭0502812‬,MID980506463,8606 WEST K L AVE ,OSHTEMO TOWNSHIP,49009,KALAMAZOO,N,N,42.283331,-85.718889,09/08/83
‭05‬,MI,KAYDON CORP.,‭0502342‬,MID006016703,2860 MCCRACKEN AVE ,MUSKEGON,49441,MUSKEGON,N,N,43.2007,-86.2908,02/21/90
‭05‬,MI,KENTWOOD LANDFILL,‭0502165‬,MID000260281,4900 WALMA AVENUE ,KENTWOOD,49512,KENT,N,N,42.8738,-85.5906,09/08/83
‭05‬,MI,KYSOR INDUSTRIAL CORP.,‭0502480‬,MID043681840,1100 WRIGHT STREET ,CADILLAC,49601,WEXFORD,N,N,44.2568,-85.4226,10/04/89
‭05‬,MI,"LIQUID DISPOSAL, INC.",‭0502593‬,MID067340711,3901 HAMLIN ROAD ,UTICA,48317,MACOMB,N,N,42.652781,-83.073611,09/08/83
‭05‬,MI,MCGRAW EDISON CORP.,‭0502254‬,MID005339676,704 N CLARK ST ,ALBION,49224,CALHOUN,N,N,42.252219,-84.733061,09/08/83
‭05‬,MI,MCLOUTH STEEL CORP,‭0502434‬,MID017422304,1491 WEST JEFFERSON AVENUE ,TRENTON,48183,WAYNE,N,N,42.160597,-83.170906,05/15/19
‭05‬,MI,METAMORA LANDFILL,‭0502819‬,MID980506562,Site Locational Information TBD - 3/11/2021 ,METAMORA,48455,LAPEER,N,N,42.94695,-83.274439,09/21/84
‭05‬,MI,MICHIGAN DISPOSAL SERVICE (CORK STREET LANDFILL),‭0502202‬,MID000775957,2800 E CORK ST ,KALAMAZOO,49001,KALAMAZOO,N,N,42.2545,-85.5433,02/21/90
‭05‬,MI,MICHNER PLATING - MECHANIC STREET,‭0505842‬,MIN000505842,520 North Mechanic Street ,JACKSON,49201,JACKSON,N,N,42.253511,-84.40701,03/16/22
‭05‬,MI,"MOTOR WHEEL, INC.",‭0502997‬,MID980702989,2401 N HIGH ST (REAR) ,LANSING TOWNSHIP,48906,INGHAM,N,N,42.760831,-84.535,06/10/86
‭05‬,MI,MUSKEGON CHEMICAL CO.,‭0502603‬,MID072569510,1725 WARNER ST ,WHITEHALL,49461,MUSKEGON,N,N,43.3891,-86.334,02/21/90
‭05‬,MI,NORTH BRONSON INDUSTRIAL AREA,‭0502310‬,MID005480900,135 INDUSTRIAL AVE ,BRONSON,49028,BRANCH,N,N,41.880281,-85.193339,06/10/86
‭05‬,MI,NORTHERNAIRE PLATING,‭0502440‬,MID020883609,1002 6TH ST ,CADILLAC,49601,WEXFORD,N,N,44.265,-85.41,09/08/83
‭05‬,MI,"ORGANIC CHEMICALS, INC.",‭0503649‬,MID990858003,3291 CHICAGO DRIVE SOUTHWEST ,GRANDVILLE,49418,KENT,N,N,42.9178,-85.7475,09/08/83
‭05‬,MI,OTT/STORY/CORDOVA CHEMICAL CO.,‭0502566‬,MID060174240,500 AGARD RD ,DALTON TOWNSHIP,49445,MUSKEGON,N,N,43.303331,-86.256669,09/08/83
‭05‬,MI,PACKAGING CORP. OF AMERICA,‭0503026‬,MID980794747,EAST LAKE SIDE RD STROMAC TWP ,FILER CITY,49634,MANISTEE,N,Y,44.226389,-86.273331,09/08/83
‭05‬,MI,"PARSONS CHEMICAL WORKS, INC.",‭0502742‬,MID980476907,BOX 146 RFD ,GRAND LEDGE,48837,EATON,N,N,42.7547,-84.7677,03/31/89
‭05‬,MI,PEERLESS PLATING CO.,‭0502373‬,MID006031348,2554 GETTY STREET ,MUSKEGON,49444,MUSKEGON,N,N,43.2056,-86.2237,08/30/90
‭05‬,MI,PMC GROUNDWATER,‭0502332‬,MID006013049,200 W LAKE ST ,PETOSKEY,49770,EMMET,N,Y,45.376,-84.964,09/08/83
‭05‬,MI,RASMUSSEN'S DUMP,‭0502686‬,MID095402210,9040 SPICER RD ,BRIGHTON,48116,LIVINGSTON,N,N,42.4544,-83.7693,09/08/83
‭05‬,MI,ROCKWELL INTERNATIONAL CORP. (ALLEGAN PLANT),‭0502367‬,MID006028062,ONE GLASS ST ,ALLEGAN,49010,ALLEGAN,N,N,42.536669,-85.85,07/22/87
‭05‬,MI,ROSE TOWNSHIP DUMP,‭0502756‬,MID980499842,1065 DEMODE RD ,ROSE TOWNSHIP,48654,OAKLAND,N,N,42.720831,-83.631939,09/08/83
‭05‬,MI,"ROTO-FINISH CO., INC.",‭0502255‬,MID005340088,3700 MILHAM ROAD ,PORTAGE,49024,KALAMAZOO,N,N,42.230629,-85.633714,06/10/86
‭05‬,MI,SCA INDEPENDENT LANDFILL,‭0502201‬,MID000724930,BROADWAY & BROOKS ,MUSKEGON HEIGHTS,49444,MUSKEGON,N,N,43.201111,-86.1425,09/08/83
‭05‬,MI,SHIAWASSEE RIVER,‭0503020‬,MID980794473,M59 TO STATE ROAD LIVINGSTON COU ,HOWELL,48843,LIVINGSTON,N,N,42.622781,-83.963611,09/08/83
‭05‬,MI,SOUTH MACOMB DISPOSAL AUTHORITY (LANDFILLS #9 AND #9A),‭0502600‬,MID069826170,approx. 21410-21798 24 Mile Road ,MACOMB TOWNSHIP,48042,MACOMB,N,N,42.682081,-82.907389,06/10/86
‭05‬,MI,SOUTHWEST OTTAWA COUNTY LANDFILL,‭0502845‬,MID980608780,2901 N 160TH AVE ,PARK TOWNSHIP,49424,OTTAWA,N,N,42.820419,-86.185219,09/08/83
